player,position,Fantasy Points,FP deviation,Floor,Ceiling,Geometric mean,Median
Broncos,DST,8.55,0.65,7.25,9.85,8.52525659438,8.55
Panthers,DST,8.3,1.1,6.1,10.5,8.22678552048,8.3
Patriots,DST,7.6,0.7,6.2,9.0,7.567694497010001,7.6
Cardinals,DST,7.35,1.45,4.45,10.25,7.205553413860001,7.35
Chiefs,DST,7.35,0.25,6.85,7.85,7.34574706888,7.35
Bengals,DST,7.15,0.45,6.25,8.05,7.135825109960001,7.15
Colts,DST,6.95,0.45,6.05,7.85,6.935416353760001,6.95
Ravens,DST,6.9,0.0,6.9,6.9,6.9,6.9
Raiders,DST,6.8,1.4,4.0,9.6,6.65432190385,6.8
Seahawks,DST,6.75,0.45,5.85,7.65,6.734983296189999,6.75
Redskins,DST,6.4,0.0,6.4,6.4,6.4,6.4
Steelers,DST,6.35,0.35,5.65,7.05,6.340346993659999,6.35
Packers,DST,6.3,1.0,4.3,8.3,6.22012861603,6.3
Lions,DST,6.1,1.0,4.1,8.1,6.0174745533300005,6.1
Texans,DST,6.0,0.8,4.4,7.6,5.94642749893,6.0
Giants,DST,5.85,1.95,1.95,9.75,5.51543289326,5.85
Titans,DST,5.8,0.5,4.8,6.8,5.77840808528,5.8
Jets,DST,5.8,0.0,5.8,5.8,5.8,5.8
Jaguars,DST,5.75,0.65,4.45,7.05,5.71314274283,5.75
Vikings,DST,5.5,0.5,4.5,6.5,5.47722557505,5.5
Buccaneers,DST,5.5,1.9,1.7,9.3,5.16139516023,5.5
Saints,DST,5.25,1.95,1.35,9.15,4.87442304278,5.25
Dolphins,DST,5.15,0.45,4.25,6.05,5.13030213535,5.15
Falcons,DST,5.15,0.95,3.25,7.05,5.06162029394,5.15
Eagles,DST,5.0,0.0,5.0,5.0,5.0,5.0
Chargers,DST,4.95,1.45,2.05,7.85,4.73286382648,4.95
Cowboys,DST,4.6,0.6,3.4,5.8,4.5607017004,4.6
Browns,DST,4.55,2.25,0.05,9.05,3.95474398666,4.55
Bears,DST,4.4,0.0,4.4,4.4,4.4,4.4
Bills,DST,4.2,0.0,4.2,4.2,4.2,4.2
49ers,DST,2.55,0.65,1.25,3.85,2.46576560119,2.55
Drew Brees,QB,24.701,0.271,24.159,25.243,24.699513355529902,24.701
Cam Newton,QB,24.065,0.925,22.215,25.915,24.047216055086285,24.065
Eli Manning,QB,23.895,0.865,22.165,25.625,23.879338349292684,23.895
Carson Palmer,QB,22.743,2.463,17.817,27.669,22.609238819562243,22.743
Philip Rivers,QB,20.789,2.899,14.991,26.587,20.58587671195958,20.789
Russell Wilson,QB,20.06,1.58,16.9,23.22,19.997679865424388,20.06
Blake Bortles,QB,19.974,0.734,18.506,21.442,19.960509011545767,19.974
Matthew Stafford,QB,19.725,1.175,17.375,22.075,19.689972067019294,19.725
Joe Flacco,QB,18.79,0.23,18.33,19.25,18.7885922836172,18.79
Aaron Rodgers,QB,18.511,0.211,18.089,18.933,18.50979740569842,18.511
Andy Dalton,QB,18.445,0.345,17.755,19.135,18.441773233612867,18.445
Jimmy Garoppolo,QB,18.191,0.939,16.313,20.069,18.166748745991946,18.191
Derek Carr,QB,18.143,0.583,16.977,19.309,18.133630634817735,18.143
Kirk Cousins,QB,18.117,0.547,17.023,19.211,18.108740431073606,18.117
Marcus Mariota,QB,17.724,0.316,17.092,18.356,17.721182804767853,17.724
