player,position,Fantasy Points,FP deviation,Floor,Ceiling,Geometric mean,Median
Luke McCown,QB,0.128,0.0,0.128,0.128,0.128,0.128
Ryan Mallett,QB,0.112,0.0,0.112,0.112,0.11199999999999999,0.112
Dan Orlovsky,QB,0.108,0.0,0.108,0.108,0.108,0.108
Scott Tolzien,QB,0.104,0.0,0.104,0.104,0.10400000000000001,0.104
Matt McGloin,QB,0.1,0.0,0.1,0.1,0.10000000000000002,0.1
Drew Stanton,QB,0.096,0.0,0.096,0.096,0.09600000000000002,0.096
Derek Anderson,QB,0.096,0.0,0.096,0.096,0.09600000000000002,0.096
Brett Hundley,QB,0.096,0.0,0.096,0.096,0.09600000000000002,0.096
Tom Savage,QB,0.092,0.0,0.092,0.092,0.092,0.092
Nick Foles,QB,0.08,0.0,0.08,0.08,0.07999999999999999,0.08
Cardale Jones,QB,0.0,0.0,0.0,0.0,--,0.0
Christian Hackenberg,QB,0.0,0.0,0.0,0.0,--,0.0
Cody Kessler,QB,0.0,0.0,0.0,0.0,--,0.0
Jared Goff,QB,0.0,0.0,0.0,0.0,--,0.0
Connor Cook,QB,0.0,0.0,0.0,0.0,--,0.0
Jerrod Johnson,QB,0.0,0.0,0.0,0.0,--,0.0
Jeff Driskel,QB,0.0,0.0,0.0,0.0,--,0.0
Jacoby Brissett,QB,0.0,0.0,0.0,0.0,--,0.0
Christian Ponder,QB,0.0,0.0,0.0,0.0,--,0.0
Austin Davis,QB,0.0,0.0,0.0,0.0,--,0.0
Ryan Griffin,QB,0.0,0.0,0.0,0.0,--,0.0
Josh Johnson,QB,0.0,0.0,0.0,0.0,--,0.0
Bryce Petty,QB,0.0,0.0,0.0,0.0,--,0.0
Matt Simms,QB,0.0,0.0,0.0,0.0,--,0.0
Stephen Morris,QB,0.0,0.0,0.0,0.0,--,0.0
Keith Wenning,QB,0.0,0.0,0.0,0.0,--,0.0
Logan Thomas,QB,0.0,0.0,0.0,0.0,--,0.0
David Fales,QB,0.0,0.0,0.0,0.0,--,0.0
Zach Mettenberger,QB,0.0,0.0,0.0,0.0,--,0.0
Aaron Murray,QB,0.0,0.0,0.0,0.0,--,0.0
Brandon Weeden,QB,0.0,0.0,0.0,0.0,--,0.0
Todd Gurley,RB,17.15,0.0,17.15,17.15,17.149999999999995,17.15
Ezekiel Elliott,RB,16.76,0.0,16.76,16.76,16.759999999999998,16.76
Devonta Freeman,RB,16.43,0.0,16.43,16.43,16.430000000000003,16.43
David Johnson,RB,16.35,0.0,16.35,16.35,16.350000000000005,16.35
DeAngelo Williams,RB,15.75,0.0,15.75,15.75,15.750000000000002,15.75
Lamar Miller,RB,15.3,0.0,15.3,15.3,15.3,15.3
Mark Ingram,RB,14.56,0.0,14.56,14.56,14.56,14.56
Adrian Peterson,RB,14.3,0.0,14.3,14.3,14.299999999999999,14.3
Latavius Murray,RB,13.6,0.0,13.6,13.6,13.600000000000001,13.6
James White,RB,13.18,0.0,13.18,13.18,13.18,13.18
LeSean McCoy,RB,13.18,0.0,13.18,13.18,13.18,13.18
Doug Martin,RB,13.13,0.0,13.13,13.13,13.130000000000003,13.13
Duke Johnson,RB,13.1,0.0,13.1,13.1,13.099999999999998,13.1
Carlos Hyde,RB,12.73,0.0,12.73,12.73,12.729999999999999,12.73
Eddie Lacy,RB,12.48,0.0,12.48,12.48,12.480000000000004,12.48
Spencer Ware,RB,12.3,0.0,12.3,12.3,12.300000000000002,12.3
Danny Woodhead,RB,11.93,0.0,11.93,11.93,11.930000000000003,11.93
Ryan Mathews,RB,11.55,0.0,11.55,11.55,11.549999999999999,11.55
Matt Forte,RB,11.47,0.0,11.47,11.47,11.469999999999999,11.47
Rashad Jennings,RB,10.92,0.0,10.92,10.92,10.920000000000002,10.92
C.J. Anderson,RB,10.9,0.0,10.9,10.9,10.9,10.9
Theo Riddick,RB,10.84,0.0,10.84,10.84,10.839999999999998,10.84
LeGarrette Blount,RB,10.76,0.0,10.76,10.76,10.760000000000002,10.76
Frank Gore,RB,10.34,0.0,10.34,10.34,10.34,10.34
T.J. Yeldon,RB,10.32,0.0,10.32,10.32,10.32,10.32
Charles Sims,RB,10.21,0.0,10.21,10.21,10.210000000000003,10.21
Melvin Gordon,RB,10.03,0.0,10.03,10.03,10.030000000000003,10.03
DeMarco Murray,RB,9.92,0.0,9.92,9.92,9.92,9.92
Jeremy Langford,RB,9.92,0.0,9.92,9.92,9.92,9.92
Giovani Bernard,RB,9.88,0.0,9.88,9.88,9.88,9.88
Charcandrick West,RB,9.88,0.0,9.88,9.88,9.88,9.88
Jonathan Stewart,RB,9.86,0.0,9.86,9.86,9.860000000000003,9.86
Ameer Abdullah,RB,9.62,0.0,9.62,9.62,9.62,9.62
Matt Jones,RB,9.45,0.0,9.45,9.45,9.45,9.45
Shane Vereen,RB,9.44,0.0,9.44,9.44,9.440000000000001,9.44
Arian Foster,RB,9.44,0.0,9.44,9.44,9.440000000000001,9.44
Darren Sproles,RB,9.22,0.0,9.22,9.22,9.219999999999997,9.22
Isaiah Crowell,RB,8.67,0.0,8.67,8.67,8.67,8.67
Chris Ivory,RB,8.12,0.0,8.12,8.12,8.12,8.12
Justin Forsett,RB,8.1,0.0,8.1,8.1,8.100000000000001,8.1
Christine Michael,RB,7.98,0.0,7.98,7.98,7.9799999999999995,7.98
Bilal Powell,RB,7.76,0.0,7.76,7.76,7.759999999999999,7.76
Derrick Henry,RB,7.64,0.0,7.64,7.64,7.6400000000000015,7.64
Jerick McKinnon,RB,7.56,0.0,7.56,7.56,7.56,7.56
Terrance West,RB,7.5,0.0,7.5,7.5,7.499999999999999,7.5
Jeremy Hill,RB,7.31,0.0,7.31,7.31,7.310000000000002,7.31
C.J. Spiller,RB,6.83,0.0,6.83,6.83,6.83,6.83
Tevin Coleman,RB,6.72,0.0,6.72,6.72,6.7200000000000015,6.72
Thomas Rawls,RB,6.47,0.0,6.47,6.47,6.47,6.47
Shaun Draughn,RB,6.2,0.0,6.2,6.2,6.200000000000001,6.2
Chris Thompson,RB,6.08,0.0,6.08,6.08,6.08,6.08
Jordan Howard,RB,5.71,0.0,5.71,5.71,5.710000000000001,5.71
James Starks,RB,5.69,0.0,5.69,5.69,5.690000000000001,5.69
Zach Zenner,RB,5.43,0.0,5.43,5.43,5.4300000000000015,5.43
DeAndre Washington,RB,5.38,0.0,5.38,5.38,5.38,5.38
Devontae Booker,RB,5.16,0.0,5.16,5.16,5.160000000000001,5.16
Javorius Allen,RB,4.99,0.0,4.99,4.99,4.99,4.99
Benny Cunningham,RB,4.91,0.0,4.91,4.91,4.91,4.91
Jay Ajayi,RB,4.74,0.0,4.74,4.74,4.740000000000001,4.74
C.J. Prosise,RB,4.55,0.0,4.55,4.55,4.550000000000001,4.55
Alfred Morris,RB,4.44,0.0,4.44,4.44,4.44,4.44
KaDeem Carey,RB,4.2,0.0,4.2,4.2,4.2,4.2
Fitzgerald Toussaint,RB,4.15,0.0,4.15,4.15,4.15,4.15
Reggie Bush,RB,4.08,0.0,4.08,4.08,4.08,4.08
Tim Hightower,RB,3.76,0.0,3.76,3.76,3.7600000000000002,3.76
Andre Ellington,RB,3.56,0.0,3.56,3.56,3.56,3.56
Rob Kelley,RB,3.54,0.0,3.54,3.54,3.54,3.54
Paul Perkins,RB,3.5,0.0,3.5,3.5,3.5,3.5
Mike Tolbert,RB,3.49,0.0,3.49,3.49,3.4899999999999993,3.49
Josh Ferguson,RB,3.47,0.0,3.47,3.47,3.47,3.47
Tyler Ervin,RB,3.17,0.0,3.17,3.17,3.1700000000000004,3.17
Daryl Richardson,RB,3.08,0.0,3.08,3.08,3.08,3.08
Alfred Blue,RB,2.95,0.0,2.95,2.95,2.9499999999999997,2.95
Chris Johnson,RB,2.82,0.0,2.82,2.82,2.8200000000000003,2.82
Kenjon Barner,RB,2.41,0.0,2.41,2.41,2.41,2.41
Khiry Robinson,RB,2.38,0.0,2.38,2.38,2.38,2.38
Orleans Darkwa,RB,2.29,0.0,2.29,2.29,2.29,2.29
Mike Davis,RB,1.92,0.0,1.92,1.92,1.92,1.92
Cameron Artis-Payne,RB,1.91,0.0,1.91,1.91,1.9100000000000001,1.91
Kyle Juszczyk,RB,1.86,0.0,1.86,1.86,1.8599999999999999,1.86
Wendell Smallwood,RB,1.84,0.0,1.84,1.84,1.8400000000000003,1.84
Taiwan Jones,RB,1.76,0.0,1.76,1.76,1.76,1.76
Matt Asiata,RB,1.63,0.0,1.63,1.63,1.63,1.63
Robert Turbin,RB,1.56,0.0,1.56,1.56,1.56,1.56
Mike Gillislee,RB,1.46,0.0,1.46,1.46,1.4600000000000002,1.46
Kenyan Drake,RB,1.4,0.0,1.4,1.4,1.4000000000000001,1.4
Rex Burkhead,RB,1.38,0.0,1.38,1.38,1.38,1.38
Fozzy Whittaker,RB,1.27,0.0,1.27,1.27,1.27,1.27
Terron Ward,RB,1.06,0.0,1.06,1.06,1.06,1.06
Patrick DiMarco,RB,1.02,0.0,1.02,1.02,1.02,1.02
Darius Jackson,RB,1.01,0.0,1.01,1.01,1.01,1.01
Jamize Olawale,RB,0.96,0.0,0.96,0.96,0.9600000000000002,0.96
Malcolm Johnson,RB,0.89,0.0,0.89,0.89,0.89,0.89
Daniel Lasco,RB,0.88,0.0,0.88,0.88,0.8800000000000001,0.88
Dwayne Washington,RB,0.86,0.0,0.86,0.86,0.8600000000000001,0.86
Jonathan Williams,RB,0.86,0.0,0.86,0.86,0.8600000000000001,0.86
Knile Davis,RB,0.8,0.0,0.8,0.8,0.8,0.8
Aaron Ripkowski,RB,0.78,0.0,0.78,0.78,0.78,0.78
Jonathan Grimes,RB,0.73,0.0,0.73,0.73,0.73,0.73
Michael Burton,RB,0.62,0.0,0.62,0.62,0.62,0.62
Denard Robinson,RB,0.59,0.0,0.59,0.59,0.5900000000000001,0.59
Mike James,RB,0.57,0.0,0.57,0.57,0.5700000000000001,0.57
Jalston Fowler,RB,0.54,0.0,0.54,0.54,0.54,0.54
Zach Line,RB,0.49,0.0,0.49,0.49,0.49000000000000005,0.49
Alex Collins,RB,0.45,0.0,0.45,0.45,0.45000000000000007,0.45
Stepfan Taylor,RB,0.43,0.0,0.43,0.43,0.43000000000000005,0.43
Bobby Rainey,RB,0.29,0.0,0.29,0.29,0.29,0.29
Jay Prosch,RB,0.11,0.0,0.11,0.11,0.11000000000000001,0.11
Antonio Andrews,RB,0.1,0.0,0.1,0.1,0.10000000000000002,0.1
Corey Grant,RB,0.09,0.0,0.09,0.09,0.09000000000000001,0.09
Marcus Murphy,RB,0.0,0.0,0.0,0.0,--,0.0
Raheem Mostert,RB,0.0,0.0,0.0,0.0,--,0.0
Brandon Wegher,RB,0.0,0.0,0.0,0.0,--,0.0
Andy Janovich,RB,0.0,0.0,0.0,0.0,--,0.0
Rod Smith,RB,0.0,0.0,0.0,0.0,--,0.0
Brandon Wilds,RB,0.0,0.0,0.0,0.0,--,0.0
Marshaun Coprich,RB,0.0,0.0,0.0,0.0,--,0.0
Jerome Felton,RB,0.0,0.0,0.0,0.0,--,0.0
Joey Iosefa,RB,0.0,0.0,0.0,0.0,--,0.0
Dan Herron,RB,0.0,0.0,0.0,0.0,--,0.0
Antone Smith,RB,0.0,0.0,0.0,0.0,--,0.0
Joique Bell,RB,0.0,0.0,0.0,0.0,--,0.0
Dexter McCluster,RB,0.0,0.0,0.0,0.0,--,0.0
Anthony Sherman,RB,0.0,0.0,0.0,0.0,--,0.0
Stevan Ridley,RB,0.0,0.0,0.0,0.0,--,0.0
Jacquizz Rodgers,RB,0.0,0.0,0.0,0.0,--,0.0
Jordan Todman,RB,0.0,0.0,0.0,0.0,--,0.0
John Kuhn,RB,0.0,0.0,0.0,0.0,--,0.0
James Develin,RB,0.0,0.0,0.0,0.0,--,0.0
Will Tukuafu,RB,0.0,0.0,0.0,0.0,--,0.0
DuJuan Harris,RB,0.0,0.0,0.0,0.0,--,0.0
Chase Reynolds,RB,0.0,0.0,0.0,0.0,--,0.0
Brandon Bolden,RB,0.0,0.0,0.0,0.0,--,0.0
Trent Richardson,RB,0.0,0.0,0.0,0.0,--,0.0
David Cobb,RB,0.0,0.0,0.0,0.0,--,0.0
Ronnie Hillman,RB,0.0,0.0,0.0,0.0,--,0.0
Austin Johnson,RB,0.0,0.0,0.0,0.0,--,0.0
Joe Banyard,RB,0.0,0.0,0.0,0.0,--,0.0
Travaris Cadet,RB,0.0,0.0,0.0,0.0,--,0.0
Kerwynn Williams,RB,0.0,0.0,0.0,0.0,--,0.0
Tommy Bohanon,RB,0.0,0.0,0.0,0.0,--,0.0
Andre Williams,RB,0.0,0.0,0.0,0.0,--,0.0
Dri Archer,RB,0.0,0.0,0.0,0.0,--,0.0
Bishop Sankey,RB,0.0,0.0,0.0,0.0,--,0.0
Roosevelt Nix,RB,0.0,0.0,0.0,0.0,--,0.0
Juwan Thompson,RB,0.0,0.0,0.0,0.0,--,0.0
Damien Williams,RB,0.0,0.0,0.0,0.0,--,0.0
George Atkinson,RB,0.0,0.0,0.0,0.0,--,0.0
Jalen Richard,RB,0.0,0.0,0.0,0.0,--,0.0
Jordan Reed,TE,15.13,0.0,15.13,15.13,15.129999999999999,15.13
Travis Kelce,TE,14.89,0.0,14.89,14.89,14.890000000000004,14.89
Rob Gronkowski,TE,14.7,0.0,14.7,14.7,14.7,14.7
Coby Fleener,TE,13.51,0.0,13.51,13.51,13.510000000000003,13.51
Greg Olsen,TE,12.89,0.0,12.89,12.89,12.890000000000002,12.89
Gary Barnidge,TE,11.95,0.0,11.95,11.95,11.950000000000001,11.95
Delanie Walker,TE,11.62,0.0,11.62,11.62,11.620000000000001,11.62
Eric Ebron,TE,10.95,0.0,10.95,10.95,10.950000000000003,10.95
Jason Witten,TE,10.91,0.0,10.91,10.91,10.910000000000002,10.91
Zach Ertz,TE,10.85,0.0,10.85,10.85,10.850000000000003,10.85
Antonio Gates,TE,10.56,0.0,10.56,10.56,10.56,10.56
Tyler Kroft,TE,10.41,0.0,10.41,10.41,10.41,10.41
Dwayne Allen,TE,10.06,0.0,10.06,10.06,10.060000000000002,10.06
Julius Thomas,TE,9.84,0.0,9.84,9.84,9.839999999999998,9.84
Zach Miller,TE,9.34,0.0,9.34,9.34,9.339999999999998,9.34
Martellus Bennett,TE,9.27,0.0,9.27,9.27,9.269999999999998,9.27
Luke Willson,TE,9.14,0.0,9.14,9.14,9.14,9.14
Charles Clay,TE,9.01,0.0,9.01,9.01,9.010000000000002,9.01
Crockett Gillmore,TE,8.77,0.0,8.77,8.77,8.77,8.77
Jordan Cameron,TE,8.71,0.0,8.71,8.71,8.71,8.71
Clive Walford,TE,8.57,0.0,8.57,8.57,8.570000000000002,8.57
Jared Cook,TE,7.98,0.0,7.98,7.98,7.9799999999999995,7.98
Kyle Rudolph,TE,7.82,0.0,7.82,7.82,7.820000000000001,7.82
Jesse James,TE,7.66,0.0,7.66,7.66,7.660000000000002,7.66
Virgil Green,TE,7.17,0.0,7.17,7.17,7.17,7.17
Vance McDonald,TE,6.99,0.0,6.99,6.99,6.990000000000001,6.99
Jacob Tamme,TE,6.56,0.0,6.56,6.56,6.5600000000000005,6.56
Lance Kendricks,TE,6.2,0.0,6.2,6.2,6.199999999999999,6.2
Will Tye,TE,6.07,0.0,6.07,6.07,6.07,6.07
Cameron Brate,TE,6.01,0.0,6.01,6.01,6.010000000000002,6.01
Ryan Griffin,TE,5.6,0.0,5.6,5.6,5.600000000000001,5.6
Austin Seferian-Jenkins,TE,5.46,0.0,5.46,5.46,5.460000000000001,5.46
Maxx Williams,TE,5.19,0.0,5.19,5.19,5.19,5.19
C.J. Uzomah,TE,5.01,0.0,5.01,5.01,5.010000000000001,5.01
Mychal Rivera,TE,4.35,0.0,4.35,4.35,4.3500000000000005,4.35
Larry Donnell,TE,4.25,0.0,4.25,4.25,4.25,4.25
Brent Celek,TE,4.19,0.0,4.19,4.19,4.1899999999999995,4.19
Kellen Davis,TE,3.78,0.0,3.78,3.78,3.7800000000000002,3.78
Hunter Henry,TE,3.74,0.0,3.74,3.74,3.7399999999999993,3.74
Darren Fells,TE,3.67,0.0,3.67,3.67,3.670000000000001,3.67
Garrett Celek,TE,3.47,0.0,3.47,3.47,3.47,3.47
Austin Hooper,TE,3.21,0.0,3.21,3.21,3.2100000000000004,3.21
Jeff Heuerman,TE,3.08,0.0,3.08,3.08,3.0800000000000005,3.08
Jack Doyle,TE,3.06,0.0,3.06,3.06,3.0599999999999996,3.06
Tyler Higbee,TE,3.04,0.0,3.04,3.04,3.0400000000000005,3.04
Jermaine Gresham,TE,2.83,0.0,2.83,2.83,2.83,2.83
Blake Bell,TE,2.75,0.0,2.75,2.75,2.7500000000000004,2.75
Ed Dickson,TE,2.56,0.0,2.56,2.56,2.56,2.56
C.J. Fiedorowicz,TE,2.5,0.0,2.5,2.5,2.5,2.5
Trey Burton,TE,2.26,0.0,2.26,2.26,2.2600000000000002,2.26
Josh Hill,TE,2.26,0.0,2.26,2.26,2.2600000000000002,2.26
Brandon Williams,TE,2.25,0.0,2.25,2.25,2.25,2.25
Khari Lee,TE,2.15,0.0,2.15,2.15,2.1500000000000004,2.15
Marcedes Lewis,TE,1.98,0.0,1.98,1.98,1.98,1.98
Gavin Escobar,TE,1.71,0.0,1.71,1.71,1.71,1.71
Anthony Fasano,TE,1.2,0.0,1.2,1.2,1.2000000000000002,1.2
Dion Sims,TE,1.0,0.0,1.0,1.0,1.0,1.0
Vernon Davis,TE,0.98,0.0,0.98,0.98,0.98,0.98
Dennis Pitta,TE,0.98,0.0,0.98,0.98,0.98,0.98
Jim Dray,TE,0.91,0.0,0.91,0.91,0.9099999999999999,0.91
Rhett Ellison,TE,0.84,0.0,0.84,0.84,0.8400000000000001,0.84
David Johnson,TE,0.74,0.0,0.74,0.74,0.74,0.74
Troy Niklas,TE,0.64,0.0,0.64,0.64,0.64,0.64
Lee Smith,TE,0.57,0.0,0.57,0.57,0.5700000000000001,0.57
Jerell Adams,TE,0.56,0.0,0.56,0.56,0.56,0.56
Asante Cleveland,TE,0.47,0.0,0.47,0.47,0.47,0.47
Nick OLeary,TE,0.42,0.0,0.42,0.42,0.42000000000000004,0.42
Luke Stocker,TE,0.41,0.0,0.41,0.41,0.41000000000000003,0.41
Jace Amaro,TE,0.41,0.0,0.41,0.41,0.41000000000000003,0.41
John Phillips,TE,0.39,0.0,0.39,0.39,0.39,0.39
James OShaughnessy,TE,0.39,0.0,0.39,0.39,0.39,0.39
Demetrius Harris,TE,0.33,0.0,0.33,0.33,0.33,0.33
Jerome Cunningham,TE,0.0,0.0,0.0,0.0,--,0.0
Logan Paulsen,TE,0.0,0.0,0.0,0.0,--,0.0
Stephen Anderson,TE,0.0,0.0,0.0,0.0,--,0.0
Temarrick Hemingway,TE,0.0,0.0,0.0,0.0,--,0.0
Chase Coffman,TE,0.0,0.0,0.0,0.0,--,0.0
MarQueis Gray,TE,0.0,0.0,0.0,0.0,--,0.0
Levine Toilolo,TE,0.0,0.0,0.0,0.0,--,0.0
Sean McGrath,TE,0.0,0.0,0.0,0.0,--,0.0
David Morgan,TE,0.0,0.0,0.0,0.0,--,0.0
Brian Parker,TE,0.0,0.0,0.0,0.0,--,0.0
Brandon Myers,TE,0.0,0.0,0.0,0.0,--,0.0
Mitchell Henry,TE,0.0,0.0,0.0,0.0,--,0.0
Phillip Supernaw,TE,0.0,0.0,0.0,0.0,--,0.0
Geoff Swaim,TE,0.0,0.0,0.0,0.0,--,0.0
Cory Harkey,TE,0.0,0.0,0.0,0.0,--,0.0
Randall Telfer,TE,0.0,0.0,0.0,0.0,--,0.0
Jimmy Graham,TE,0.0,0.0,0.0,0.0,--,0.0
Clay Harbor,TE,0.0,0.0,0.0,0.0,--,0.0
Rob Housler,TE,0.0,0.0,0.0,0.0,--,0.0
Tony Moeaki,TE,0.0,0.0,0.0,0.0,--,0.0
Ifeanyi Momah,TE,0.0,0.0,0.0,0.0,--,0.0
Nic Jacobs,TE,0.0,0.0,0.0,0.0,--,0.0
Marcel Jensen,TE,0.0,0.0,0.0,0.0,--,0.0
Cole Wick,TE,0.0,0.0,0.0,0.0,--,0.0
Antonio Brown,WR,28.03,0.0,28.03,28.03,28.029999999999998,28.03
Julio Jones,WR,26.0,0.0,26.0,26.0,26.000000000000004,26.0
Odell Beckham,WR,19.68,0.0,19.68,19.68,19.68,19.68
DeAndre Hopkins,WR,18.76,0.0,18.76,18.76,18.76,18.76
Brandon Marshall,WR,18.24,0.0,18.24,18.24,18.240000000000002,18.24
Dez Bryant,WR,18.12,0.0,18.12,18.12,18.12,18.12
Alshon Jeffery,WR,17.2,0.0,17.2,17.2,17.2,17.2
Jordy Nelson,WR,17.12,0.0,17.12,17.12,17.12,17.12
A.J. Green,WR,16.99,0.0,16.99,16.99,16.99,16.99
Mike Evans,WR,16.54,0.0,16.54,16.54,16.540000000000006,16.54
Keenan Allen,WR,16.21,0.0,16.21,16.21,16.21,16.21
Allen Robinson,WR,15.93,0.0,15.93,15.93,15.929999999999998,15.93
Brandin Cooks,WR,15.91,0.0,15.91,15.91,15.909999999999998,15.91
Amari Cooper,WR,15.73,0.0,15.73,15.73,15.729999999999997,15.73
Randall Cobb,WR,15.72,0.0,15.72,15.72,15.720000000000002,15.72
Golden Tate,WR,15.53,0.0,15.53,15.53,15.530000000000005,15.53
Sammy Watkins,WR,15.48,0.0,15.48,15.48,15.479999999999999,15.48
