"","playerId","rec","recYds","recTds","fumbles","analyst","player","position","games","rushAtt","rushYds","rushTds","rush40","rec40","returnYds","returnTds","twoPts"
"1",206,0,0,0,0,-1,"Andre Caldwell","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",222,1,10.3,0,0.1,-1,"Harry Douglas","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",318,0,0,0,0,-1,"Jerome Simpson","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",1032,6,66.1,0.6,0,-1,"Jordy Nelson","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",1581,4,54.3,0.4,0.1,-1,"DeSean Jackson","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",1990,3.2,34.4,0.3,0,-1,"Eddie Royal","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2346,3.4,36,0.2,0,-1,"Pierre Garcon","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",2649,2.4,24.8,0.1,0,-1,"Danny Amendola","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",4487,0,0,0,0,-1,"Matt Slater","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",71217,2.3,26.1,0.2,0,-1,"Kenny Britt","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",71269,6.1,62.7,0.5,0,-1,"Michael Crabtree","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",71417,1.4,16.5,0.1,0,-1,"Jordan Norwood","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",80427,0.4,5.7,0,0,-1,"Darrius Heyward-Bey","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",80429,4.8,57.7,0.5,0.1,-1,"Jeremy Maclin","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",81306,0,0,0,0,-1,"Brandon Tate","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",238498,6.6,69,0.4,0.1,-1,"Julian Edelman","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",497278,3.3,45.3,0.4,0,-1,"Dez Bryant","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",497282,0,0,0,0,-1,"Riley Cooper","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",497284,4.8,58.6,0.5,0.1,-1,"Eric Decker","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",497302,2.9,40.2,0.2,0.1,-1,"Brandon LaFell","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",497322,4.8,65.6,0.4,0.1,-1,"Emmanuel Sanders","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",497326,5.9,67.3,0.5,0,-1,"Golden Tate","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",497328,5.2,66.2,0.4,0.1,-1,"Demaryius Thomas","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2495159,1.9,23.7,0.2,0.1,-1,"Dwayne Harris","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2495189,3.4,28.6,0.1,0,-1,"Jeremy Kerley","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2495223,0.4,7.1,0,0,-1,"Greg Salas","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",2495341,1.4,17.4,0.1,0.2,-1,"Cecil Shorts","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",2495448,5.2,55.5,0.3,0,-1,"Randall Cobb","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",2495450,6.3,93.7,0.6,0.1,-1,"A.J. Green","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",2495453,0.5,6.6,0.1,0,-1,"Andre Holmes","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",2495454,7.2,93.1,0.5,0.1,-1,"Julio Jones","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2495459,2.8,42,0.2,0,-1,"Torrey Smith","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",2495558,0,0,0,0,-1,"Dwayne Bowe","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA
