,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
James Jones,OAK,1,5,3,43,0,0,0,0
Percy Harvin,SEA,1,9,7,42,0,0,0,0
Travis Benjamin,CLE,1,1,1,43,0,1,-2,0
Andre Roberts,WAS,1,6,4,38,0,0,0,0
Kenny Stills,NO,1,5,4,38,0,0,0,0
Justin Hunter,TEN,1,7,3,37,0,0,0,0
Anquan Boldin,SF,1,6,6,36,0,0,0,0
Markus Wheaton,PIT,1,5,4,35,0,0,0,0
Riley Cooper,PHI,1,7,4,34,0,0,0,0
Larry Fitzgerald,ARI,1,7,3,34,0,0,0,0
Preston Parker,NYG,1,4,3,33,0,0,0,0
Dwayne Bowe,KC,1,5,3,32,0,0,0,0
Rod Streater,OAK,1,3,3,32,0,0,0,0
Demaryius Thomas,DEN,1,9,4,31,0,0,0,0
Brenton Bersin,CAR,1,1,1,29,0,0,0,0
Randall Cobb,GB,1,6,3,29,0,0,0,0
Andre Holmes,OAK,1,2,1,29,0,0,0,0
Rueben Randle,NYG,1,10,5,27,0,0,0,0
Torrey Smith,BAL,1,8,2,25,0,0,0,0
Andre Johnson,HOU,1,11,4,24,0,0,0,0
Jarvis Landry,MIA,1,7,3,24,0,0,0,0
Trey Watts,STL,1,0,0,0,0,5,24,0
Robert Meachem,NO,1,1,1,23,0,0,0,0
Denarius Moore,OAK,1,7,3,23,0,0,0,0
Jermaine Kearse,SEA,1,2,2,22,0,0,0,0
Bryan Walters,SEA,1,5,2,22,0,0,0,0
Eric Decker,NYJ,1,1,1,19,0,0,0,0
Sammy Watkins,BUF,1,8,2,19,0,0,0,0
Robert Woods,BUF,1,8,3,19,0,0,0,0
Junior Hemingway,KC,1,2,2,18,0,0,0,0
Keenan Allen,SD,1,2,2,17,0,0,0,0
Brandon Tate,CIN,1,1,1,5,0,1,12,0
Keshawn Martin,HOU,1,2,1,16,0,0,0,0
Kenbrell Thompkins,NE,1,1,1,16,0,0,0,0
Marlon Brown,BAL,1,1,1,15,0,0,0,0
Jeff Maehl,PHI,1,1,1,15,0,0,0,0
David Nelson,NYJ,1,7,3,15,0,0,0,0
Jeremy Ross,DET,1,3,3,20,0,1,-5,0
Mike Brown,JAC,1,1,1,14,0,0,0,0
Rishard Matthews,MIA,1,1,1,13,0,0,0,0
Jason Avant,CAR,1,6,2,12,0,0,0,0
Donnie Avery,KC,1,3,2,12,0,0,0,0
Ted Ginn Jr.,ARI,1,3,1,8,0,1,4,0
Davante Adams,GB,1,3,2,11,0,0,0,0
Jarrett Boykin,GB,1,4,1,11,0,0,0,0
Courtney Roby,ATL,1,2,1,11,0,0,0,0
Mike Williams,BUF,1,4,2,11,0,0,0,0
Justin Brown,PIT,1,4,2,10,0,0,0,0
Cole Beasley,DAL,1,2,1,9,0,0,0,0
Santonio Holmes,CHI,1,3,2,9,0,0,0,0
Paul Richardson,SEA,1,1,1,7,0,0,0,0
Brandon Marshall,CHI,1,6,1,6,0,0,0,0
Chris Givens,STL,1,3,1,5,0,0,0,0
Robert Herron,TB,1,3,1,5,0,0,0,0
Brandon Lloyd,SF,1,4,1,5,0,0,0,0
Brandon Gibson,MIA,1,4,1,3,0,0,0,0
Bruce Ellington,SF,1,1,0,0,0,1,1,0
Danny Amendola,NE,1,1,0,0,0,0,0,0
Jaron Brown,ARI,1,1,0,0,0,0,0,0
Marquise Goodwin,BUF,1,1,0,0,0,0,0,0
Ryan Grant,WAS,1,1,0,0,0,0,0,0
A.J. Jenkins,KC,1,0,0,0,0,1,0,0
Jacoby Jones,BAL,1,1,0,0,0,0,0,0
Jalen Saunders,NYJ,1,0,0,0,0,0,0,0
Nate Washington,TEN,1,3,0,0,0,0,0,0
James Wright,CIN,1,1,0,0,0,0,0,0
