,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Josh Huff,PHI,1,2,1,44,0,0,0,0
Nick Toon,NO,1,4,4,43,0,0,0,0
Cole Beasley,DAL,1,4,4,42,0,0,0,0
Steve Smith,BAL,1,5,5,37,0,0,0,0
Pierre Garcon,WAS,1,7,4,36,0,0,0,0
Malcom Floyd,SD,1,7,3,34,0,0,0,0
Martavis Bryant,PIT,1,5,3,31,0,0,0,0
Larry Fitzgerald,ARI,1,10,7,30,0,0,0,0
DeVier Posey,HOU,1,1,1,30,0,0,0,0
Rueben Randle,NYG,1,4,2,30,0,0,0,0
Brandon Gibson,MIA,1,4,3,29,0,0,0,0
Sammy Watkins,BUF,1,6,1,28,0,0,0,0
Philly Brown,CAR,1,6,1,10,0,1,17,0
Eddie Royal,SD,1,4,3,27,0,0,0,0
Kevin Ogletree,NYG,1,3,3,25,0,0,0,0
DeSean Jackson,WAS,1,8,3,15,0,1,9,0
Reggie Wayne,IND,1,5,4,24,0,0,0,0
Anquan Boldin,SF,1,4,2,23,0,0,0,0
Brice Butler,OAK,1,3,3,23,0,0,0,0
Russell Shepard,TB,1,3,1,23,0,0,0,0
Tavon Austin,STL,1,4,2,14,0,1,8,0
John Brown,ARI,1,6,2,22,0,0,0,0
Robert Woods,BUF,1,5,2,22,0,0,0,0
Damaris Johnson,HOU,1,3,2,21,0,0,0,0
Josh Morgan,CHI,1,1,0,0,0,1,21,0
Michael Crabtree,SF,1,3,3,19,0,0,0,0
Rishard Matthews,MIA,1,5,2,16,0,1,3,0
Terrance Williams,DAL,1,4,2,19,0,0,0,0
Keenan Allen,SD,1,8,3,18,0,0,0,0
Santana Moss,WAS,1,1,1,18,0,0,0,0
Seyi Ajirotutu,SD,1,4,1,17,0,0,0,0
Riley Cooper,PHI,1,4,2,17,0,0,0,0
Vincent Brown,OAK,1,2,2,16,0,0,0,0
Cordarrelle Patterson,MIN,1,3,2,16,0,0,0,0
Torrey Smith,BAL,1,3,2,16,0,0,0,0
Wes Welker,DEN,1,3,2,16,0,0,0,0
Jason Avant,KC,1,2,1,14,0,0,0,0
Kris Durham,TEN,1,3,1,14,0,0,0,0
Marqise Lee,JAC,1,9,4,14,0,0,0,0
Brandon Lloyd,SF,1,2,1,12,0,0,0,0
Preston Parker,NYG,1,4,1,12,0,0,0,0
Danny Amendola,NE,1,1,1,11,0,0,0,0
Percy Harvin,NYJ,1,3,0,0,0,1,10,0
Travis Benjamin,CLE,1,1,1,9,0,0,0,0
T.J. Graham,NYJ,1,2,1,9,0,0,0,0
Chris Owusu,NYJ,1,1,1,8,0,0,0,0
Ted Ginn Jr.,ARI,1,1,1,4,0,1,3,0
Frankie Hammond Jr.,KC,1,1,1,7,0,0,0,0
Andrew Hawkins,CLE,1,4,2,7,0,0,0,0
Davante Adams,GB,1,4,1,6,0,0,0,0
Chris Hogan,BUF,1,2,1,6,0,0,0,0
Mohamed Sanu,CIN,1,3,1,4,0,0,0,0
Corey Washington,NYG,1,1,1,4,0,0,0,0
Taylor Gabriel,CLE,1,2,1,2,0,0,0,0
Kamar Aiken,BAL,1,1,0,0,0,0,0,0
Brenton Bersin,CAR,1,1,0,0,0,0,0,0
Jarrett Boykin,GB,1,1,0,0,0,0,0,0
Corey Fuller,DET,1,1,0,0,0,0,0,0
Chris Givens,STL,1,1,0,0,0,0,0,0
Derek Hagan,TEN,1,5,0,0,0,0,0,0
Dwayne Harris,DAL,1,1,0,0,0,0,0,0
Brian Hartline,MIA,1,2,0,0,0,0,0,0
Jeremy Kerley,NYJ,1,2,0,0,0,0,0,0
Jordan Matthews,PHI,1,1,0,0,0,0,0,0
Robert Meachem,NO,1,1,0,0,0,0,0,0
Donte Moncrief,IND,1,4,0,0,0,0,0,0
Lance Moore,PIT,1,2,0,0,0,0,0,0
Louis Murphy,TB,1,1,0,0,0,0,0,0
Jeremy Ross,DET,1,2,0,0,0,0,0,0
Ace Sanders,JAC,1,1,0,0,0,0,0,0
Brandon Tate,CIN,1,1,0,0,0,0,0,0
Kenbrell Thompkins,OAK,1,6,0,0,0,0,0,0
Brian Tyms,NE,1,1,0,0,0,0,0,0
