,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Albert Wilson,KC,1,6,3,24,0,0,0,0
Nelson Agholor,PHI,1,3,2,23,0,0,0,0
Brian Quick,STL,1,5,2,23,0,0,0,0
Chris Conley,KC,1,3,2,22,0,0,0,0
Brandin Cooks,NO,1,6,5,22,0,0,0,0
Mike Wallace,MIN,1,3,1,22,0,0,0,0
Jarius Wright,MIN,1,3,2,21,0,0,0,0
Amari Cooper,OAK,1,5,2,20,0,0,0,0
Seth Roberts,OAK,1,3,3,20,0,0,0,0
Harry Douglas,TEN,1,2,2,19,0,0,0,0
Cameron Meredith,CHI,1,4,2,19,0,0,0,0
Danny Amendola,NE,1,4,2,17,0,0,0,0
Allen Hurns,JAC,1,5,3,17,0,0,0,0
Mohamed Sanu,CIN,1,2,1,6,0,2,11,0
Kevin Smith,SEA,1,3,1,17,0,0,0,0
Michael Floyd,ARI,1,4,1,16,0,0,0,0
Wes Welker,STL,1,3,2,16,0,0,0,0
Jason Avant,KC,1,2,2,15,0,0,0,0
Kasen Williams,SEA,1,1,1,8,0,1,5,0
Kenny Stills,MIA,1,4,1,11,0,0,0,0
Devin Street,DAL,1,2,1,11,0,0,0,0
Roddy White,ATL,1,4,1,10,0,0,0,0
Stefon Diggs,MIN,1,2,1,8,0,0,0,0
Tre McBride,TEN,1,1,0,0,0,1,8,0
Brandon LaFell,NE,1,4,2,7,0,0,0,0
Chris Harper,NE,1,1,1,6,0,0,0,0
Chris Hogan,BUF,1,3,1,2,0,1,4,0
Nate Washington,HOU,1,3,1,6,0,0,0,0
Quincy Enunwa,NYJ,1,4,1,5,0,0,0,0
Brittan Golden,ARI,1,1,1,5,0,0,0,0
Rashad Greene,JAC,1,2,1,5,0,0,0,0
Keshawn Martin,NE,1,2,1,4,0,0,0,0
Bennie Fowler,DEN,1,1,1,3,0,0,0,0
Jaron Brown,ARI,1,1,0,0,0,0,0,0
Martavis Bryant,PIT,1,3,1,0,0,0,0,0
Riley Cooper,PHI,1,1,0,0,0,0,0,0
Malcom Floyd,SD,1,2,0,0,0,0,0,0
Chris Givens,BAL,1,4,0,0,0,0,0,0
Josh Huff,PHI,1,2,0,0,0,0,0,0
Adam Humphries,TB,1,2,0,0,0,0,0,0
T.J. Jones,DET,1,1,0,0,0,0,0,0
Cody Latimer,DEN,1,1,0,0,0,0,0,0
Bradley Marquez,STL,1,3,0,0,0,0,0,0
Keith Mumphery,HOU,1,3,0,0,0,0,0,0
J.J. Nelson,ARI,1,3,0,0,0,0,0,0
Russell Shepard,TB,1,1,0,0,0,0,0,0
Kenbrell Thompkins,NYJ,1,4,0,0,0,0,0,0
Myles White,NYG,1,3,0,0,0,0,0,0
Donte Moncrief,IND,1,2,1,-2,0,0,0,0
