,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Jerricho Cotchery,CAR,1,1,1,13,0,0,0,0
Vincent Jackson,TB,1,2,1,13,0,0,0,0
Jason Avant,KC,1,2,2,11,0,0,0,0
Jeremy Ross,BAL,1,1,1,9,0,0,0,0
Stedman Bailey,STL,1,1,1,8,0,0,0,0
Phillip Dorsett,IND,1,2,1,8,0,0,0,0
Malcom Floyd,SD,1,3,1,7,0,0,0,0
Devin Smith,NYJ,1,2,1,7,0,0,0,0
Kamar Aiken,BAL,1,3,1,6,0,0,0,0
Seth Roberts,OAK,1,2,1,6,0,0,0,0
Josh Huff,PHI,1,5,2,5,0,0,0,0
Bryan Walters,JAC,1,1,1,5,0,0,0,0
Jaron Brown,ARI,1,1,1,3,0,0,0,0
Quinton Patton,SF,1,3,1,2,0,0,0,0
Cole Beasley,DAL,1,2,0,0,0,0,0,0
Dorial Green-Beckham,TEN,1,1,0,0,0,0,0,0
Andre Holmes,OAK,1,1,0,0,0,0,0,0
Ricardo Lockette,SEA,1,1,0,0,0,0,0,0
Lance Moore,DET,1,1,0,0,0,0,0,0
Brian Quick,STL,1,1,0,0,0,0,0,0
Torrey Smith,SF,1,1,0,0,0,0,0,0
Jaelen Strong,HOU,1,1,0,0,0,0,0,0
Griff Whalen,IND,1,0,0,0,0,0,0,0
