,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Amari Cooper,OAK,1,4,1,4,0,0,0,0
Rashad Greene,JAC,1,1,1,2,0,0,0,0
Miles Austin,PHI,1,1,0,0,0,0,0,0
Bruce Ellington,SF,1,2,0,0,0,0,0,0
Chris Harper,NE,1,1,0,0,0,0,0,0
Andre Holmes,OAK,1,1,0,0,0,0,0,0
Jeff Janis,GB,1,2,0,0,0,0,0,0
Greg Jennings,MIA,1,1,0,0,0,0,0,0
Rico Richardson,TEN,1,2,0,0,0,0,0,0
Devin Smith,NYJ,1,4,0,0,0,0,0,0
Jaelen Strong,HOU,1,1,0,0,0,0,0,0
Adam Thielen,MIN,1,1,0,0,0,0,0,0
Tyrell Williams,SD,1,1,0,0,0,0,0,0
