,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Austin Pettis,STL,1,5,2,20,1,0,0,0
Santana Moss,WAS,1,9,7,77,0,0,0,0
Marques Colston,NO,1,8,5,71,0,0,0,0
Kendall Wright,TEN,1,6,6,71,0,0,0,0
Mohamed Sanu,CIN,1,5,4,68,0,0,0,0
Davone Bess,CLE,1,10,7,67,0,0,0,0
Anquan Boldin,SF,1,8,5,67,0,0,0,0
Mike Williams,TB,1,9,5,65,0,0,0,0
Larry Fitzgerald,ARI,1,6,5,64,0,0,0,0
Reggie Wayne,IND,1,7,5,63,0,0,0,0
DeSean Jackson,PHI,1,7,3,62,0,0,0,0
DeAndre Hopkins,HOU,1,7,6,60,0,0,0,0
Darrius Heyward-Bey,IND,1,5,5,59,0,0,0,0
Brice Butler,OAK,1,4,3,54,0,0,0,0
Randall Cobb,GB,1,11,5,54,0,0,0,0
Jerricho Cotchery,PIT,1,4,3,52,0,0,0,0
Aaron Dobson,NE,1,10,7,52,0,0,0,0
Brandon Marshall,CHI,1,8,5,52,0,0,0,0
Alshon Jeffery,CHI,1,8,7,51,0,0,0,0
Chris Givens,STL,1,8,2,54,0,1,-4,0
Michael Floyd,ARI,1,6,4,49,0,0,0,0
Brandon Gibson,MIA,1,8,6,49,0,0,0,0
Cordarrelle Patterson,MIN,1,4,2,49,0,1,0,0
Julian Edelman,NE,1,7,7,44,0,0,0,0
Greg Jennings,MIN,1,6,3,43,0,0,0,0
Stephen Burton,JAC,1,9,5,42,0,0,0,0
Rishard Matthews,MIA,1,4,4,42,0,0,0,0
Rod Streater,OAK,1,4,3,42,0,0,0,0
Rueben Randle,NYG,1,4,2,40,0,0,0,0
Steve Smith,CAR,1,7,3,40,0,0,0,0
Emmanuel Sanders,PIT,1,8,4,39,0,0,0,0
Andre Johnson,HOU,1,6,5,36,0,0,0,0
Terrelle Pryor,OAK,1,0,0,0,0,4,36,0
Keshawn Martin,HOU,1,3,2,35,0,0,0,0
Robert Woods,BUF,1,10,2,35,0,0,0,0
Jarius Wright,MIN,1,4,3,35,0,0,0,0
Ryan Broyles,DET,1,3,3,34,0,0,0,0
Vincent Jackson,TB,1,6,3,34,0,0,0,0
Eddie Royal,SD,1,2,2,34,0,0,0,0
Tavon Austin,STL,1,7,6,30,0,1,3,0
Kris Durham,DET,1,3,1,33,0,0,0,0
Riley Cooper,PHI,1,7,2,29,0,0,0,0
DeVier Posey,HOU,1,4,3,29,0,0,0,0
Jerome Simpson,MIN,1,8,3,29,0,0,0,0
Victor Cruz,NYG,1,8,3,25,0,0,0,0
Jeremy Kerley,NYJ,1,5,2,25,0,0,0,0
Ace Sanders,JAC,1,3,2,25,0,0,0,0
Miles Austin,DAL,1,5,2,22,0,0,0,0
Mike Wallace,MIA,1,5,2,22,0,0,0,0
Leonard Hankerson,WAS,1,7,3,21,0,0,0,0
Jacoby Ford,OAK,1,1,1,15,0,1,4,0
Greg Little,CLE,1,8,3,19,0,0,0,0
Josh Morgan,WAS,1,2,2,19,0,0,0,0
Jermaine Kearse,SEA,1,1,1,17,0,0,0,0
Roddy White,ATL,1,4,2,16,0,0,0,0
T.Y. Hilton,IND,1,4,2,13,0,0,0,0
Kyle Williams,SF,1,6,2,12,0,0,0,0
Vincent Brown,SD,1,3,2,11,0,0,0,0
Harry Douglas,ATL,1,6,1,9,0,0,0,0
Brandon Stokley,BAL,1,1,1,9,0,0,0,0
Damian Williams,TEN,1,2,1,9,0,0,0,0
Domenik Hixon,CAR,1,1,1,8,0,0,0,0
Louis Murphy,NYG,1,1,1,8,0,0,0,0
Cole Beasley,DAL,1,1,1,7,0,0,0,0
Brian Quick,STL,1,4,1,7,0,0,0,0
Marlon Brown,BAL,1,3,2,6,0,0,0,0
A.J. Jenkins,KC,1,2,1,6,0,0,0,0
Lance Moore,NO,1,3,1,6,0,0,0,0
Andre Roberts,ARI,1,4,1,6,0,0,0,0
T.J. Graham,BUF,1,5,1,5,0,0,0,0
Jerrel Jernigan,NYG,1,2,1,5,0,0,0,0
Dwayne Bowe,KC,1,3,1,4,0,0,0,0
Stedman Bailey,STL,1,1,0,0,0,0,0,0
Travis Benjamin,CLE,1,0,0,0,0,0,0,0
Josh Boyce,NE,1,1,0,0,0,0,0,0
Kenny Britt,TEN,1,5,0,0,0,0,0,0
Drew Davis,ATL,1,1,0,0,0,0,0,0
Clyde Gates,NYJ,1,1,0,0,0,0,0,0
Chad Hall,KC,1,1,0,0,0,0,0,0
Junior Hemingway,KC,1,1,0,0,0,0,0,0
Damaris Johnson,PHI,1,0,0,0,0,0,0,0
Marlon Moore,SF,1,1,0,0,0,0,0,0
Hakeem Nicks,NYG,1,1,0,0,0,0,0,0
Quinton Patton,SF,1,1,0,0,0,0,0,0
Aldrick Robinson,WAS,1,2,0,0,0,0,0,0
Kenny Stills,NO,1,2,0,0,0,0,0,0
Joe Webb,MIN,1,1,0,0,0,0,0,0
Markus Wheaton,PIT,1,1,0,0,0,0,0,0
Keenan Allen,SD,1,1,1,-4,0,0,0,0
