,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing
Jerricho Cotchery,CAR,1,4,2,43,0,0,0,0
Devin Hester,ATL,1,3,3,34,0,1,9,0
Vincent Jackson,TB,1,4,3,43,0,0,0,0
Eddie Royal,SD,1,3,2,27,0,1,15,0
Riley Cooper,PHI,1,6,4,39,0,0,0,0
Mike Wallace,MIA,1,7,4,38,0,0,0,0
DeSean Jackson,WAS,1,6,4,35,0,1,2,0
James Jones,OAK,1,5,2,35,0,0,0,0
Sammy Watkins,BUF,1,7,3,32,0,1,3,0
Larry Fitzgerald,ARI,1,4,2,33,0,0,0,0
Miles Austin,CLE,1,8,3,31,0,0,0,0
Andre Caldwell,DEN,1,4,3,31,0,0,0,0
Wes Welker,DEN,1,6,4,28,0,0,0,0
Damaris Johnson,HOU,1,8,5,21,0,1,6,0
Cordarrelle Patterson,MIN,1,3,2,24,0,1,3,0
Stedman Bailey,STL,1,3,3,26,0,0,0,0
T.Y. Hilton,IND,1,7,3,24,0,0,0,0
Paul Richardson,SEA,1,4,3,24,0,0,0,0
Travis Benjamin,CLE,1,3,1,23,0,0,0,0
Mohamed Sanu,CIN,1,6,3,23,0,0,0,0
Tavon Austin,STL,1,4,2,10,0,2,11,0
Andre Roberts,WAS,1,2,2,21,0,0,0,0
Andre Holmes,OAK,1,6,2,19,0,0,0,0
Dwayne Bowe,KC,1,4,2,18,0,0,0,0
Brice Butler,OAK,1,3,1,15,0,0,0,0
Lance Moore,PIT,1,1,1,15,0,0,0,0
Robert Woods,BUF,1,5,2,15,0,0,0,0
Danny Amendola,NE,1,2,2,13,0,0,0,0
Martavis Bryant,PIT,1,5,2,11,0,0,0,0
Marquess Wilson,CHI,1,4,2,11,0,0,0,0
Preston Parker,NYG,1,2,1,9,0,0,0,0
Steve Johnson,SF,1,1,1,8,0,0,0,0
James Wright,CIN,1,1,1,8,0,0,0,0
Joe Morgan,NO,1,1,1,7,0,0,0,0
Jeremy Ross,DET,1,1,1,7,0,0,0,0
Pierre Garcon,WAS,1,2,1,6,0,0,0,0
Keshawn Martin,HOU,1,1,1,6,0,0,0,0
Markus Wheaton,PIT,1,5,1,6,0,0,0,0
Derek Hagan,TEN,1,1,1,5,0,0,0,0
Jaron Brown,ARI,1,2,1,4,0,0,0,0
Greg Jennings,MIN,1,2,1,4,0,0,0,0
Jarrett Boykin,GB,1,1,0,0,0,0,0,0
Leonard Hankerson,WAS,1,1,0,0,0,0,0,0
Josh Huff,PHI,1,2,0,0,0,0,0,0
Brandon Lloyd,SF,1,2,0,0,0,0,0,0
Rishard Matthews,MIA,1,1,0,0,0,0,0,0
Donte Moncrief,IND,1,1,0,0,0,0,0,0
Louis Murphy,TB,1,3,0,0,0,0,0,0
Brian Tyms,NE,1,2,0,0,0,0,0,0
Mike Williams,BUF,1,1,0,0,0,0,0,0
Jarius Wright,MIN,1,1,0,0,0,0,0,0
