,,,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving
Toby Gerhart,JAC,1,13,54,0,2,2,9,0
Shonn Greene,TEN,1,16,50,0,1,1,13,0
Silas Redd,WAS,1,1,1,0,3,3,62,0
Stepfan Taylor,ARI,1,14,61,0,0,0,0,0
Bryce Brown,BUF,1,4,20,0,2,1,40,0
Bruce Miller,SF,1,2,4,0,6,4,56,0
Steven Jackson,ATL,1,11,46,0,1,1,11,0
Lamar Miller,MIA,1,16,47,0,2,1,10,0
Donald Brown,SD,1,5,18,0,6,4,38,0
Carlos Hyde,SF,1,6,55,0,0,0,0,0
Chris Johnson,NYJ,1,10,55,0,1,0,0,0
Jamaal Charles,KC,1,12,52,0,2,1,1,0
Andre Williams,NYG,1,18,44,0,4,1,9,0
Alfred Morris,WAS,1,14,49,0,0,0,0,0
Justin Forsett,BAL,1,16,48,0,2,1,-1,0
Ka'Deem Carey,CHI,1,1,4,0,3,3,39,0
Trent Richardson,IND,1,9,32,0,3,2,9,0
Bernard Pierce,BAL,1,6,37,0,1,0,0,0
Tre Mason,STL,1,13,33,0,1,0,0,0
Robert Turbin,SEA,1,5,33,0,0,0,0,0
Anthony Dixon,BUF,1,6,26,0,1,1,5,0
Devonta Freeman,ATL,1,4,21,0,2,1,9,0
James Starks,GB,1,4,19,0,3,1,10,0
Lance Dunbar,DAL,1,5,22,0,2,1,6,0
Isaiah Crowell,CLE,1,7,17,0,3,2,10,0
Benny Cunningham,STL,1,2,4,0,4,3,23,0
Alfred Blue,HOU,1,8,26,0,0,0,0,0
Bishop Sankey,TEN,1,3,8,0,1,1,18,0
Jordan Todman,JAC,1,3,7,0,2,1,19,0
Daniel Thomas,MIA,1,2,5,0,4,2,20,0
Dexter McCluster,TEN,1,5,15,0,4,2,8,0
Terrance West,CLE,1,5,23,0,0,0,0,0
Khiry Robinson,NO,1,3,10,0,2,2,10,0
Storm Johnson,JAC,1,6,19,0,0,0,0,0
Will Ta'ufo'ou,JAC,1,0,0,0,1,1,19,0
De'Anthony Thomas,KC,1,2,14,0,3,1,5,0
Bilal Powell,NYJ,1,1,8,0,2,2,10,0
Reggie Bush,DET,1,3,7,0,2,1,10,0
Jeremy Stewart,DEN,1,2,16,0,0,0,0,0
Jacquizz Rodgers,ATL,1,2,3,0,2,1,12,0
Juwan Thompson,DEN,1,4,14,0,0,0,0,0
Darren McFadden,OAK,1,2,13,0,0,0,0,0
Joseph Randle,DAL,1,2,13,0,0,0,0,0
Fozzy Whittaker,CAR,1,2,13,0,0,0,0,0
Ronnie Brown,SD,1,2,9,0,0,0,0,0
Damien Williams,MIA,1,0,0,0,4,2,9,0
Ben Tate,MIN,1,5,8,0,0,0,0,0
Maurice Jones-Drew,OAK,1,2,6,0,1,0,0,0
Alfonso Smith,SF,1,4,6,0,0,0,0,0
Darrel Young,WAS,1,1,3,0,1,1,2,0
Kyle Juszczyk,BAL,1,0,0,0,1,1,4,0
Theo Riddick,DET,1,1,4,0,0,0,0,0
Mike Tolbert,CAR,1,2,4,0,0,0,0,0
Rashad Jennings,NYG,1,1,3,0,0,0,0,0
Joe Banyard,MIN,1,2,2,0,0,0,0,0
Henry Hynoski,NYG,1,2,2,0,0,0,0,0
Leon Washington,TEN,1,0,0,0,4,1,2,0
Erik Lorig,NO,1,1,1,0,0,0,0,0
Christine Michael,SEA,1,1,1,0,1,0,0,0
Anthony Sherman,KC,1,0,0,0,1,1,1,0
Jerome Felton,MIN,1,0,0,0,1,0,0,0
Jamize Olawale,OAK,1,0,0,0,1,0,0,0
Marcel Reece,OAK,1,0,0,0,1,0,0,0
Charcandrick West,KC,1,0,0,0,1,0,0,0
